RowID,OrderID,OrderDate,ShipDate,ShipMode,CustomerID,CustomerName,Segment,Country,City,State,PostalCode,Region,ProductID,Category,SubCategory,ProductName,Sales,Quantity,Discount,Profit
5068,CA-2017-160934,1/15/2017,1/19/2017,Standard Class,TT-21460,Tonja Turnell,Home Office,United States,Los Angeles,California,90008,West,OFF-AR-10003504,Office Supplies,Art,Newell 347,21.4,5,0,6.21
5069,CA-2014-124478,8/8/2014,8/12/2014,Standard Class,MA-17560,Matt Abelman,Home Office,United States,Trenton,Michigan,48183,Central,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,549.99,1,0,275
5070,CA-2014-124478,8/8/2014,8/12/2014,Standard Class,MA-17560,Matt Abelman,Home Office,United States,Trenton,Michigan,48183,Central,OFF-AP-10002495,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",167.54,3,0.1,37.23
5071,CA-2014-124478,8/8/2014,8/12/2014,Standard Class,MA-17560,Matt Abelman,Home Office,United States,Trenton,Michigan,48183,Central,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,38.34,3,0,17.25
5072,CA-2014-124478,8/8/2014,8/12/2014,Standard Class,MA-17560,Matt Abelman,Home Office,United States,Trenton,Michigan,48183,Central,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,53.88,6,0,22.63
5073,CA-2014-124478,8/8/2014,8/12/2014,Standard Class,MA-17560,Matt Abelman,Home Office,United States,Trenton,Michigan,48183,Central,TEC-PH-10001128,Technology,Phones,Motorola Droid Maxx,299.98,2,0,83.99
5074,CA-2015-145485,11/5/2015,11/5/2015,Same Day,JM-16195,Justin MacKendrick,Consumer,United States,San Francisco,California,94109,West,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,62.8,4,0,15.7
5075,CA-2017-151071,4/25/2017,4/29/2017,Second Class,MB-18085,Mick Brown,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",13.9,2,0.2,4.52
5076,CA-2014-134572,4/20/2014,4/22/2014,Second Class,SV-20365,Seth Vernon,Consumer,United States,Houston,Texas,77070,Central,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,744.1,5,0.3,-95.67
5077,CA-2014-134572,4/20/2014,4/22/2014,Second Class,SV-20365,Seth Vernon,Consumer,United States,Houston,Texas,77070,Central,OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",44.84,5,0.2,5.61
5078,CA-2014-134572,4/20/2014,4/22/2014,Second Class,SV-20365,Seth Vernon,Consumer,United States,Houston,Texas,77070,Central,FUR-TA-10004442,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,401.59,2,0.3,-131.95
5079,CA-2017-143217,11/11/2017,11/17/2017,Standard Class,CG-12040,Catherine Glotzbach,Home Office,United States,Milwaukee,Wisconsin,53209,Central,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,18.24,3,0,8.57
5080,US-2017-133312,11/25/2017,11/29/2017,Standard Class,BD-11500,Bradley Drucker,Consumer,United States,San Francisco,California,94122,West,FUR-BO-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",359.5,3,0.15,-29.61
5081,US-2017-133312,11/25/2017,11/29/2017,Standard Class,BD-11500,Bradley Drucker,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,10.48,1,0,2.83
5082,US-2015-137533,12/18/2015,12/18/2015,Same Day,JK-15640,Jim Kriz,Home Office,United States,Cleveland,Ohio,44105,East,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,20.74,4,0.2,7.26
5083,CA-2016-155138,9/8/2016,9/12/2016,Standard Class,JM-15580,Jill Matthias,Consumer,United States,Monroe,North Carolina,28110,South,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,35.17,4,0.2,8.35
5084,CA-2016-155138,9/8/2016,9/12/2016,Standard Class,JM-15580,Jill Matthias,Consumer,United States,Monroe,North Carolina,28110,South,OFF-PA-10000501,Office Supplies,Paper,Petty Cash Envelope,64.7,3,0.2,23.46
5085,CA-2016-108350,6/6/2016,6/9/2016,Second Class,SC-20230,Scot Coram,Corporate,United States,Lowell,Massachusetts,1852,East,OFF-PA-10003656,Office Supplies,Paper,Xerox 1935,105.52,4,0,48.54
5086,CA-2015-144302,6/19/2015,6/23/2015,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Dallas,Texas,75081,Central,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",5.79,2,0.8,-9.56
5087,CA-2015-109001,3/5/2015,3/9/2015,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,Philadelphia,Pennsylvania,19120,East,TEC-PH-10000562,Technology,Phones,Samsung Convoy 3,466.16,7,0.4,-93.23
5088,CA-2015-109001,3/5/2015,3/9/2015,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,Philadelphia,Pennsylvania,19120,East,TEC-AC-10001101,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,10.31,1,0.2,-1.29
5089,CA-2015-109001,3/5/2015,3/9/2015,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders,2.56,3,0.7,-1.79
5090,CA-2017-132738,8/4/2017,8/7/2017,First Class,HM-14860,Harry Marie,Corporate,United States,Loveland,Colorado,80538,West,OFF-PA-10001752,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),7.97,2,0.2,2.89
5091,CA-2017-132738,8/4/2017,8/7/2017,First Class,HM-14860,Harry Marie,Corporate,United States,Loveland,Colorado,80538,West,OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",8.78,1,0.2,3.18
5458,CA-2017-130631,12/29/2017,1/2/2018,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Edmonds,Washington,98026,West,FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,68.46,2,0,20.54
5093,CA-2015-119102,5/23/2015,5/27/2015,Standard Class,KH-16690,Kristen Hastings,Corporate,United States,Woonsocket,Rhode Island,2895,East,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,51.45,3,0,13.89
5094,US-2014-140452,12/6/2014,12/10/2014,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,Chicago,Illinois,60610,Central,OFF-AP-10004036,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,14.02,4,0.8,-31.54
5095,US-2014-140452,12/6/2014,12/10/2014,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,Chicago,Illinois,60610,Central,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,214.95,5,0.5,-120.37
5096,US-2014-140452,12/6/2014,12/10/2014,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,Chicago,Illinois,60610,Central,TEC-PH-10000307,Technology,Phones,Shocksock Galaxy S4 Armband,35.04,4,0.2,-7.01
5097,US-2014-140452,12/6/2014,12/10/2014,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,10.78,3,0.6,-4.85
5098,US-2014-140452,12/6/2014,12/10/2014,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,Chicago,Illinois,60610,Central,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,4.6,2,0.8,-8.05
5099,US-2014-140452,12/6/2014,12/10/2014,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,Chicago,Illinois,60610,Central,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,35.17,2,0.2,-8.35
5100,CA-2015-141936,8/7/2015,8/12/2015,Standard Class,PN-18775,Parhena Norris,Home Office,United States,Bakersfield,California,93309,West,OFF-BI-10002194,Office Supplies,Binders,Cardinal Hold-It CD Pocket,19.15,3,0.2,6.46
5101,CA-2014-158442,3/17/2014,3/17/2014,Same Day,AZ-10750,Annie Zypern,Consumer,United States,Dallas,Texas,75217,Central,OFF-AR-10003732,Office Supplies,Art,Newell 333,4.45,2,0.2,0.33
5102,CA-2014-158442,3/17/2014,3/17/2014,Same Day,AZ-10750,Annie Zypern,Consumer,United States,Dallas,Texas,75217,Central,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,5.18,1,0.2,1.88
5103,CA-2014-158442,3/17/2014,3/17/2014,Same Day,AZ-10750,Annie Zypern,Consumer,United States,Dallas,Texas,75217,Central,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,15.55,3,0.2,5.44
5104,CA-2015-167374,3/26/2015,3/30/2015,Second Class,GM-14500,Gene McClure,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10001950,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,40.03,6,0.2,12.51
5105,CA-2015-167374,3/26/2015,3/30/2015,Second Class,GM-14500,Gene McClure,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",16.78,3,0.2,5.03
5106,CA-2014-116568,12/14/2014,12/20/2014,Standard Class,BM-11785,Bryan Mills,Consumer,United States,Deltona,Florida,32725,South,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",186.3,4,0.2,13.97
5107,CA-2015-147102,9/19/2015,9/26/2015,Standard Class,NH-18610,Nicole Hansen,Corporate,United States,Columbus,Georgia,31907,South,TEC-AC-10000682,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,66.36,4,0,23.23
5108,CA-2017-132213,4/25/2017,4/26/2017,First Class,PN-18775,Parhena Norris,Home Office,United States,Nashville,Tennessee,37211,South,OFF-AR-10004078,Office Supplies,Art,Newell 312,42.05,9,0.2,5.26
5109,CA-2017-132213,4/25/2017,4/26/2017,First Class,PN-18775,Parhena Norris,Home Office,United States,Nashville,Tennessee,37211,South,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,67.92,5,0.2,6.79
5110,CA-2014-138450,10/18/2014,10/22/2014,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",52.51,6,0.2,19.69
5111,CA-2014-138450,10/18/2014,10/22/2014,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",186.91,6,0.2,-35.05
5112,CA-2014-138450,10/18/2014,10/22/2014,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",10.05,4,0.2,3.14
5113,CA-2015-153073,11/13/2015,11/13/2015,Same Day,HA-14905,Helen Abelman,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10001025,Furniture,Furnishings,"Eldon Imàge Series Desk Accessories, Clear",17.5,9,0.6,-7.44
5114,CA-2016-147970,1/31/2016,2/2/2016,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Dallas,Texas,75220,Central,OFF-PA-10003936,Office Supplies,Paper,Xerox 1994,15.55,3,0.2,5.44
5115,CA-2016-150658,11/17/2016,11/22/2016,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Carlsbad,New Mexico,88220,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,10.78,3,0.2,3.37
5116,CA-2017-125640,7/25/2017,7/29/2017,Standard Class,DD-13570,Dorothy Dickinson,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-LA-10004178,Office Supplies,Labels,Avery 491,3.3,1,0.2,1.07
5117,CA-2017-154137,11/11/2017,11/17/2017,Standard Class,MT-17815,Meg Tillman,Consumer,United States,New York City,New York,10009,East,OFF-ST-10003324,Office Supplies,Storage,Belkin OmniView SE Rackmount Kit,35.48,1,0,0
5118,CA-2015-127173,9/26/2015,10/3/2015,Standard Class,GM-14500,Gene McClure,Consumer,United States,Oceanside,New York,11572,East,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",34.44,3,0,16.19
5119,CA-2015-127173,9/26/2015,10/3/2015,Standard Class,GM-14500,Gene McClure,Consumer,United States,Oceanside,New York,11572,East,TEC-MA-10002859,Technology,Machines,Ativa MDM8000 8-Sheet Micro-Cut Shredder,629.93,7,0,296.07
5120,CA-2015-127173,9/26/2015,10/3/2015,Standard Class,GM-14500,Gene McClure,Consumer,United States,Oceanside,New York,11572,East,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,79.06,9,0.2,28.66
5121,CA-2014-149538,4/4/2014,4/8/2014,Standard Class,KB-16585,Ken Black,Corporate,United States,Lafayette,Louisiana,70506,South,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,232.55,5,0,9.3
5122,CA-2014-149538,4/4/2014,4/8/2014,Standard Class,KB-16585,Ken Black,Corporate,United States,Lafayette,Louisiana,70506,South,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,99.98,2,0,42.99
5123,CA-2014-149538,4/4/2014,4/8/2014,Standard Class,KB-16585,Ken Black,Corporate,United States,Lafayette,Louisiana,70506,South,OFF-PA-10003797,Office Supplies,Paper,Xerox 209,19.44,3,0,9.33
5124,CA-2014-149538,4/4/2014,4/8/2014,Standard Class,KB-16585,Ken Black,Corporate,United States,Lafayette,Louisiana,70506,South,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,12.96,2,0,6.35
5125,CA-2014-160766,9/14/2014,9/14/2014,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009,East,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,464.29,9,0.4,-108.33
5126,CA-2014-160766,9/14/2014,9/14/2014,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009,East,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,68.46,7,0,31.49
5127,CA-2014-160766,9/14/2014,9/14/2014,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009,East,TEC-MA-10003979,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,2799.96,4,0,1371.98
5128,CA-2014-160766,9/14/2014,9/14/2014,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009,East,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,601.3,2,0,198.43
5129,CA-2014-160766,9/14/2014,9/14/2014,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009,East,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,16.99,1,0,4.42
5130,CA-2014-160766,9/14/2014,9/14/2014,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009,East,TEC-PH-10000526,Technology,Phones,Vtech CS6719,287.97,3,0,80.63
5131,CA-2014-160766,9/14/2014,9/14/2014,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009,East,OFF-PA-10000213,Office Supplies,Paper,Xerox 198,44.82,9,0,21.07
7485,CA-2017-135111,12/28/2017,1/2/2018,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Fargo,North Dakota,58103,Central,OFF-AR-10004707,Office Supplies,Art,Staples in misc. colors,2.48,1,0,0.87
5133,CA-2015-123330,6/21/2015,6/27/2015,Standard Class,EP-13915,Emily Phan,Consumer,United States,Deltona,Florida,32725,South,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,107.98,3,0.2,37.79
5134,CA-2017-155607,11/26/2017,11/30/2017,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,New York City,New York,10009,East,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,58.73,7,0,14.68
5135,CA-2017-155607,11/26/2017,11/30/2017,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,New York City,New York,10009,East,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,93.34,4,0.2,32.67
5136,CA-2016-151323,10/23/2016,10/28/2016,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Seattle,Washington,98103,West,OFF-FA-10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,17.05,5,0,8.18
5137,CA-2015-146696,12/14/2015,12/19/2015,Standard Class,RD-19480,Rick Duston,Consumer,United States,San Diego,California,92105,West,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,8.1,2,0.2,2.73
5138,CA-2016-128972,11/13/2016,11/17/2016,Standard Class,TS-21430,Tom Stivers,Corporate,United States,Oklahoma City,Oklahoma,73120,Central,FUR-FU-10003096,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",30.36,4,0,13.05
5139,CA-2017-128335,9/29/2017,10/5/2017,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Mount Vernon,New York,10550,East,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,23.34,3,0,10.97
5140,CA-2017-128335,9/29/2017,10/5/2017,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Mount Vernon,New York,10550,East,OFF-PA-10004996,Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",51.55,5,0,24.23
5141,CA-2015-154886,11/8/2015,11/12/2015,Standard Class,SW-20455,Shaun Weien,Consumer,United States,San Francisco,California,94109,West,TEC-AC-10001956,Technology,Accessories,Microsoft Arc Touch Mouse,119.9,2,0,43.16
5142,CA-2016-111213,4/1/2016,4/5/2016,Standard Class,FP-14320,Frank Preis,Consumer,United States,New York City,New York,10009,East,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1317.49,6,0.1,292.78
5143,CA-2016-111213,4/1/2016,4/5/2016,Standard Class,FP-14320,Frank Preis,Consumer,United States,New York City,New York,10009,East,OFF-SU-10000946,Office Supplies,Supplies,Staple remover,63.84,8,0,18.51
5144,CA-2016-111213,4/1/2016,4/5/2016,Standard Class,FP-14320,Frank Preis,Consumer,United States,New York City,New York,10009,East,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,3.59,1,0.2,1.12
5145,CA-2017-161333,2/2/2017,2/7/2017,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",86.26,2,0,29.33
5146,CA-2017-161333,2/2/2017,2/7/2017,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90045,West,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",139.04,4,0,38.93
5147,CA-2017-161333,2/2/2017,2/7/2017,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90045,West,OFF-AP-10000252,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,46.8,4,0,16.38
5148,CA-2017-128734,12/24/2017,12/31/2017,Standard Class,JL-15175,James Lanier,Home Office,United States,Chandler,Arizona,85224,West,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,8.54,4,0.2,1.92
5149,CA-2017-128734,12/24/2017,12/31/2017,Standard Class,JL-15175,James Lanier,Home Office,United States,Chandler,Arizona,85224,West,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,842.38,3,0.2,105.3
5150,CA-2014-141796,6/21/2014,6/21/2014,Same Day,JG-15160,James Galang,Consumer,United States,Long Beach,New York,11561,East,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone,1214.85,3,0,352.31
5151,CA-2017-125101,3/6/2017,3/10/2017,Second Class,SH-19975,Sally Hughsby,Corporate,United States,San Francisco,California,94109,West,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",67.78,2,0,16.95
5152,CA-2017-169929,9/25/2017,9/28/2017,First Class,LS-17200,Luke Schmidt,Corporate,United States,Helena,Montana,59601,West,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,39.9,5,0,10.37
5153,US-2014-121566,6/30/2014,7/6/2014,Standard Class,CS-11860,Cari Schnelling,Consumer,United States,New York City,New York,10011,East,OFF-BI-10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,2.69,1,0.2,0.84
5154,US-2014-121566,6/30/2014,7/6/2014,Standard Class,CS-11860,Cari Schnelling,Consumer,United States,New York City,New York,10011,East,OFF-AR-10001026,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",6.6,3,0,2.9
5155,US-2015-124219,8/7/2015,8/8/2015,First Class,KW-16570,Kelly Williams,Consumer,United States,Kirkwood,Missouri,63122,Central,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",28.4,4,0,13.06
5156,US-2015-124219,8/7/2015,8/8/2015,First Class,KW-16570,Kelly Williams,Consumer,United States,Kirkwood,Missouri,63122,Central,FUR-FU-10000305,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",212.94,3,0,34.07
5157,CA-2017-163006,6/30/2017,7/4/2017,Second Class,GH-14410,Gary Hansen,Home Office,United States,Chicago,Illinois,60653,Central,TEC-PH-10002584,Technology,Phones,Samsung Galaxy S4,1001.58,2,0.2,125.2
5158,CA-2017-163006,6/30/2017,7/4/2017,Second Class,GH-14410,Gary Hansen,Home Office,United States,Chicago,Illinois,60653,Central,FUR-CH-10000229,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,569.06,3,0.3,-178.85
5159,CA-2017-163006,6/30/2017,7/4/2017,Second Class,GH-14410,Gary Hansen,Home Office,United States,Chicago,Illinois,60653,Central,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",14.22,2,0.6,-10.31
5160,CA-2015-156146,10/26/2015,10/30/2015,Second Class,AG-10495,Andrew Gjertsen,Corporate,United States,Peoria,Arizona,85345,West,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,105.58,2,0.2,9.24
5161,CA-2015-156146,10/26/2015,10/30/2015,Second Class,AG-10495,Andrew Gjertsen,Corporate,United States,Peoria,Arizona,85345,West,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,68.72,2,0.2,-14.6
5162,CA-2014-111192,7/30/2014,8/5/2014,Standard Class,TS-21430,Tom Stivers,Corporate,United States,Seattle,Washington,98103,West,FUR-BO-10002916,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",1367.84,8,0,259.89
5163,CA-2016-115378,11/18/2016,11/23/2016,Second Class,AJ-10945,Ashley Jarboe,Consumer,United States,Taylor,Michigan,48180,Central,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,2,0,33.22
5164,CA-2015-161627,7/6/2015,7/11/2015,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Pasadena,California,91104,West,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,170.35,3,0.2,-17.04
5165,CA-2014-121006,11/10/2014,11/16/2014,Standard Class,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640,Central,OFF-AR-10001149,Office Supplies,Art,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",3.9,2,0,1.52
5166,CA-2014-121006,11/10/2014,11/16/2014,Standard Class,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640,Central,OFF-PA-10000130,Office Supplies,Paper,Xerox 199,12.84,3,0,5.78
5167,CA-2014-121006,11/10/2014,11/16/2014,Standard Class,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640,Central,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),15.84,3,0,7.13
5168,CA-2014-121006,11/10/2014,11/16/2014,Standard Class,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640,Central,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,563.94,3,0,112.79
5169,CA-2014-121006,11/10/2014,11/16/2014,Standard Class,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640,Central,OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,62.94,3,0,11.96
5170,CA-2014-121006,11/10/2014,11/16/2014,Standard Class,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640,Central,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",535.41,3,0,160.62
5171,CA-2016-122903,5/27/2016,5/29/2016,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Detroit,Michigan,48205,Central,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,3504.9,5,0,700.98
5172,CA-2016-122903,5/27/2016,5/29/2016,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Detroit,Michigan,48205,Central,OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,144.12,3,0,69.18
5173,CA-2016-122903,5/27/2016,5/29/2016,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Detroit,Michigan,48205,Central,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,314.55,3,0,150.98
5174,CA-2015-107741,3/8/2015,3/10/2015,First Class,FC-14335,Fred Chung,Corporate,United States,Pueblo,Colorado,81001,West,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",3.41,1,0.2,0.89
5175,CA-2017-106432,10/19/2017,10/24/2017,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Waco,Texas,76706,Central,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",2.07,2,0.8,-3.52
5176,CA-2017-106432,10/19/2017,10/24/2017,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Waco,Texas,76706,Central,FUR-BO-10004360,Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,328.4,3,0.32,-91.76
5177,CA-2016-148908,11/5/2016,11/8/2016,First Class,JH-15985,Joseph Holt,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,53.25,2,0.2,19.97
5178,CA-2016-123015,12/26/2016,12/30/2016,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,New York City,New York,10024,East,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,4.99,3,0.2,1.68
5179,US-2015-120502,4/13/2015,4/19/2015,Standard Class,BT-11395,Bill Tyler,Corporate,United States,Los Angeles,California,90036,West,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,37.68,2,0,15.83
5180,US-2015-120502,4/13/2015,4/19/2015,Standard Class,BT-11395,Bill Tyler,Corporate,United States,Los Angeles,California,90036,West,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,258.58,2,0.2,19.39
